ID,Weight_Ind,Region,Area_type,Household Number,Q203_1,Q207a,Q207b,Q301a_1,Q301a_2,Q301a_3,Q301a_4,Q301a_5,Q301a_6,Q301a_7,Q301a_8,Q303,Q304_1,Q401_1,Q503,Q505b,Q506,Q507,Q601a,Q601b_1,Q1201,Q1202,Q1208,Q1209_1,Q1213,Q1214,Age,Gender,Income,Marital,Banked/Unbanked,Credit,Saving,Remittances,Education,Income_Sources,Age2
3135,3066.581512,Northern,Rural,3,Friends/Colleagues,Not answered/Missing data,Not answered/Missing data,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,I walk,No,Under 10 minutes,Yes,Susu collector / group,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,53,Female,Yes,Married,Informal,Not borrowing,Saving informally,Remiting through family and friends,No formal education,Farming and Fishing,46+ yrs
3136,3066.581512,Northern,Rural,3,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have regular income,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,Not answered/Missing Data,Below GH¢200 per month,Below GH¢200 per month,51,Male,Yes,Married,Informal,Not borrowing,Saving at home,Remitting informally,No formal education,Farming and Fishing,46+ yrs
3137,3066.581512,Northern,Rural,4,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have the time to go to a bank,None of these,,,,Yes,Susu collector / group,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,51,Male,Yes,Married,Informal,Credit from family and friends,Saving informally,Remiting through family and friends,No formal education,Farming and Fishing,46+ yrs
3138,3066.581512,Northern,Rural,5,Television,No,Yes,Have now,Never had,Have now,Never had,Never had,Never had,Never had,Never had,Yes,I cannot afford my own account,,Bank,Bus,No,Between I to 2 hours,Yes,Bank,No,I received most of my income as money,Most,,Refused to answer,Refused to answer,19,Male,Yes,Not Answered/Missing data,Banked,Credit from family and friends,Saving at bank,Remitting through bank,Secondary education,Farming and Fishing,18 - 20 yrs
3139,3066.581512,Northern,Rural,4,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Not answered/Missing Data,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,None,To avoid making the trip to the bank,Below GH¢200 per month,Below GH¢200 per month,43,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,41 - 45 yrs
3140,3066.581512,Northern,Rural,4,Friends/Colleagues,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,"Account charges and fees are too high  (e.g. Account opening fee, monthly maintenance fee)",None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income as goods / services,None,To avoid making the trip to the bank,Below GH¢200 per month,Below GH¢200 per month,22,Male,Not answered/Missing Data,Never married,Excluded,Not borrowing,Saving at home,Not remitting,Secondary education,Informally employed,21 - 25 yrs
3141,3066.581512,Northern,Rural,6,Friends/Colleagues,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,The bank is far away,None of these,,,,No,,No,I do not receive income,None,I prefer getting the money in cash,No income,No income,19,Male,No,Never married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Remittance Dependent,18 - 20 yrs
3142,3066.581512,Northern,Rural,3,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Own bicycle/Motorcycle,Not answered/Missing Data,31 to 60 minutes,Yes,Bank,Yes,I received most of my income as money,Some,,No income,No income,41,Male,Yes,Married,Banked,Credit from bank,Saving at bank,Not remitting,Vocational/Specialised training,Formally employed Private,41 - 45 yrs
3143,3066.581512,Northern,Rural,4,Friends/Colleagues,Not answered/Missing data,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,Some,,Below GH¢200 per month,Below GH¢200 per month,50,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,46+ yrs
3144,3066.581512,Northern,Rural,4,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,Not answered/Missing Data,I receive most of my income from selling food that I grow or,Some,,Below GH¢200 per month,Below GH¢200 per month,40,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,36 - 40 yrs
3145,2781.827493,Northern,Rural,5,Friends/Colleagues,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,21,Male,No,Never married,Excluded,Not borrowing,Saving at home,Remiting through family and friends,Primary education,Dont Know,21 - 25 yrs
3146,2781.827493,Northern,Rural,3,Friends/Colleagues,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,55,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Remiting through family and friends,No formal education,Dont Know,46+ yrs
3147,2781.827493,Northern,Rural,6,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks are not interested in people like me,None of these,,,,No,,No,I receive most of my income from selling food that I grow or,None,To avoid making the trip to the bank,Below GH¢200 per month,Below GH¢200 per month,35,Male,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Farming and Fishing,31 - 35 yrs
3148,2781.827493,Northern,Rural,6,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks are not interested in people like me,None of these,,,,No,,No,I receive most of my income from selling food that I grow or,None,To avoid making the trip to the bank,Below GH¢200 per month,Below GH¢200 per month,46,Male,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Farming and Fishing,46+ yrs
3149,2781.827493,Northern,Rural,5,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have the right identity or reference documents,None of these,,,,No,,No,I receive most of my income as goods / services,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,32,Male,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Dont Know,31 - 35 yrs
3150,2781.827493,Northern,Rural,6,Friends/Colleagues,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I receive most of my income from selling food that I grow or,Some,,No income,No income,48,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Dont Know,46+ yrs
3151,2781.827493,Northern,Rural,7,Friends/Colleagues,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I can't read or write,None of these,,,,Yes,At home/secret hiding place,Yes,I receive most of my income from selling food that I grow or,Some,,No income,No income,49,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,46+ yrs
3152,2781.827493,Northern,Rural,3,Television,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Refused to answer,Refused to answer,23,Male,Yes,Never married,Informal,Not borrowing,Saving at home,Remitting informally,Primary education,Remittance Dependent,21 - 25 yrs
3153,2781.827493,Northern,Rural,3,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,GH¢401 - GH¢600 per month,GH¢401 - GH¢600 per month,40,Female,Yes,Married,Excluded,Credit from family and friends,Saving at home,Not remitting,No formal education,Dont Know,36 - 40 yrs
3154,2781.827493,Northern,Rural,5,Friends/Colleagues,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,I don't have regular income,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,GH¢201 - GH¢400 per month,GH¢601 - GH¢800 per month,49,Male,Yes,Married,Banked,Credit from informal sources,Saving at bank,Not remitting,Primary education,Dont Know,46+ yrs
3155,2781.827493,Northern,Rural,9,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,The bank is far away,None of these,They come to me,,,Yes,Susu collector / group,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢401 - GH¢600 per month,43,Female,Yes,Married,Informal,Credit from informal sources,Saving informally,Not remitting,No formal education,Self employed,41 - 45 yrs
3156,2781.827493,Northern,Rural,8,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,The bank is far away,None of these,,,,Yes,At home/secret hiding place,No,I do not receive income,Have no income,,No income,No income,23,Female,No,Never married,Excluded,Not borrowing,Saving at home,Not remitting,Secondary education,Remittance Dependent,21 - 25 yrs
3157,2251.189872,Northern,Rural,6,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,"Account charges and fees are too high  (e.g. Account opening fee, monthly maintenance fee)",None of these,,,,Yes,Susu collector / group,Yes,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,GH¢1401 - GH¢1600 per month,GH¢1801 - GH¢2000 per month,42,Male,Yes,Married,Informal,Credit from informal sources,Saving informally,Not remitting,No formal education,Farming and Fishing,41 - 45 yrs
3158,2251.189872,Northern,Rural,2,Newspaper,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Not answered/Missing data,No,,,Bank,Trotro,No,31 to 60 minutes,Yes,Bank,Yes,I received most of my income as money,Most,,GH¢1601 - GH¢1800 per month,GH¢2001 - GH¢2200 per month,38,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,Vocational/Specialised training,Formally employed Private,36 - 40 yrs
3159,2251.189872,Northern,Rural,4,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,Banks are not interested in people like me,None of these,,,,No,,No,I receive most of my income from selling food that I grow or,None,Not answered/Missing Data,GH¢801 - GH¢1000 per month,Don't know,52,Male,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Farming and Fishing,46+ yrs
3160,2251.189872,Northern,Rural,4,Friends/Colleagues,No,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I am too young to qualify to open an account,None of these,,,,No,,No,I do not receive income,Have no income,,No income,Below GH¢200 per month,18,Male,No,Never married,Excluded,Not borrowing,Saving at home,Not remitting,Secondary education,Remittance Dependent,18 - 20 yrs
3161,2251.189872,Northern,Rural,9,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,The bank is far away,None of these,,,,No,,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,60,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,46+ yrs
3162,2251.189872,Northern,Rural,5,Friends/Colleagues,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,I walk,No,Under 10 minutes,Yes,Susu collector / group,No,I receive most of my income from selling food that I grow or,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,19,Female,Yes,Married,Other formal (non-bank),Credit from informal sources,Saving informally,Remitting informally,No formal education,Self employed,18 - 20 yrs
3164,2251.189872,Northern,Rural,4,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,The bank is far away,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I prefer getting the money in cash,GH¢401 - GH¢600 per month,Don't know,42,Female,Yes,Married,Informal,Credit from family and friends,Saving informally,Not remitting,No formal education,Self employed,41 - 45 yrs
3165,2251.189872,Northern,Rural,3,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,32,Male,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,No formal education,Farming and Fishing,31 - 35 yrs
