CIF_NO,CODE_GENDER,NAME_EDUCATION_TYPE,FLAG_OWN_REALTY,NAME_HOUSING_TYPE,ORGANIZATION_TYPE,CNT_CHILDREN,OCCUPATION_TYPE,AMT_INCOME_TOTAL,DAYS_EMPLOYED,CREDIT_LIMIT
73174541,F,Secondary / secondary special,N,House / apartment,Agriculture,2,,135000,-5466,0
79617613,F,Secondary / secondary special,Y,House / apartment,XNA,0,,112500,365243,20000000
76759024,F,Secondary / secondary special,Y,House / apartment,Industry: type 2,2,Laborers,675000,-220,0
74757051,F,Secondary / secondary special,Y,House / apartment,Kindergarten,0,Core staff,67500,-1170,60000000
76813520,F,Secondary / secondary special,Y,House / apartment,Other,0,Medicine staff,247500,-2204,0
74052863,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,,135000,-2536,0
74984632,M,Secondary / secondary special,N,House / apartment,Business Entity Type 2,1,Laborers,157500,-2757,0
79346222,M,Higher education,N,House / apartment,Business Entity Type 3,0,Sales staff,315000,-681,20000000
76935374,F,Incomplete higher,N,Office apartment,Self-employed,0,,225000,-1328,0
77193079,F,Higher education,Y,House / apartment,Kindergarten,0,Managers,292500,-1274,5000000
73267852,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Managers,382500,-1477,0
73111198,M,Secondary / secondary special,N,Rented apartment,Business Entity Type 3,0,Laborers,135000,-464,30000000
73316355,F,Secondary / secondary special,N,House / apartment,Government,0,Laborers,40500,-12029,20000000
74256492,M,Higher education,N,With parents,Medicine,0,Core staff,225000,-5905,0
74475097,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Core staff,90000,-390,30000000
73135544,F,Higher education,Y,House / apartment,Business Entity Type 3,0,Managers,157500,-230,0
74581899,F,Secondary / secondary special,N,With parents,Self-employed,0,Sales staff,67500,-1411,0
73113603,M,Higher education,Y,House / apartment,Business Entity Type 1,1,,450000,-165,30000000
73316440,F,Higher education,N,Municipal apartment,Trade: type 7,1,Sales staff,157500,-113,80000000
74042654,F,Higher education,N,House / apartment,Self-employed,0,Core staff,112500,-549,20000000
74425429,F,Secondary / secondary special,N,House / apartment,XNA,0,,67500,365243,20000000
74205188,M,Secondary / secondary special,Y,House / apartment,Self-employed,0,Laborers,157500,-2954,0
74419350,F,Secondary / secondary special,N,House / apartment,XNA,0,,45000,365243,0
74918009,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,1,Sales staff,135000,-1501,90000000
74918086,F,Secondary / secondary special,Y,House / apartment,Military,0,Core staff,103500,-4160,60000000
75052795,F,Secondary / secondary special,N,House / apartment,Restaurant,0,Cooking staff,135000,-1721,30000000
74720345,F,Secondary / secondary special,Y,House / apartment,School,2,Cooking staff,76500,-3359,0
74299248,M,Higher education,Y,House / apartment,Other,2,Managers,225000,-1587,0
74718643,F,Higher education,N,House / apartment,Housing,0,Accountants,180000,-2071,0
74928718,M,Secondary / secondary special,N,Municipal apartment,Other,1,Laborers,112500,-2736,30000000
74928948,M,Secondary / secondary special,N,House / apartment,XNA,0,,54000,365243,30000000
77341957,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,2,Sales staff,180000,-1278,20000000
74717918,M,Secondary / secondary special,Y,House / apartment,XNA,0,,180000,365243,20000000
73015165,F,Lower secondary,N,House / apartment,Self-employed,0,Sales staff,135000,-2637,20000000
73215302,F,Secondary / secondary special,N,House / apartment,XNA,0,,112500,365243,20000000
73067767,F,Secondary / secondary special,Y,House / apartment,XNA,0,,270000,365243,80000000
73068698,M,Secondary / secondary special,N,House / apartment,Self-employed,0,Low-skill Laborers,81000,-17,10000000
74459305,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Laborers,180000,-1221,50000000
73709656,F,Secondary / secondary special,Y,House / apartment,Self-employed,1,Laborers,270000,-2566,0
73121699,F,Secondary / secondary special,Y,House / apartment,Industry: type 3,2,Sales staff,112500,-1863,0
74103496,M,Higher education,Y,House / apartment,Security,0,Drivers,225000,-728,0
73979363,F,Secondary / secondary special,Y,House / apartment,Industry: type 9,0,Accountants,67500,-2711,80000000
73749787,M,Secondary / secondary special,N,House / apartment,Self-employed,1,Drivers,135000,-1750,60000000
74469097,F,Higher education,Y,House / apartment,Other,1,,67500,-944,0
74504658,F,Secondary / secondary special,Y,House / apartment,Housing,2,Low-skill Laborers,67500,-928,50000000
73594886,F,Secondary / secondary special,N,House / apartment,XNA,0,,112500,365243,20000000
76052311,F,Lower secondary,Y,House / apartment,Medicine,0,Cleaning staff,99000,-5249,20000000
75670781,F,Higher education,Y,House / apartment,Business Entity Type 3,1,,135000,-954,30000000
74618368,F,Higher education,N,House / apartment,XNA,0,,157500,365243,20000000
73136370,F,Secondary / secondary special,N,Office apartment,Housing,0,Accountants,139500,-497,0
74272616,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Laborers,202500,-1476,0
73202061,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,,112500,-3455,0
78347526,M,Higher education,Y,House / apartment,Industry: type 11,0,High skill tech staff,180000,-1207,0
74140859,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Waiters/barmen staff,157500,-2950,0
74592089,M,Secondary / secondary special,Y,Municipal apartment,Other,1,,306000,-2210,0
73308872,F,Higher education,Y,House / apartment,Kindergarten,1,Accountants,207000,-2989,20000000
76878313,F,Secondary / secondary special,Y,House / apartment,XNA,0,,247500,365243,20000000
73408188,M,Higher education,N,House / apartment,Business Entity Type 3,0,High skill tech staff,234000,-664,0
73408240,F,Higher education,Y,House / apartment,XNA,0,,90000,365243,20000000
74160122,F,Secondary / secondary special,N,House / apartment,Construction,0,Cooking staff,90000,-278,30000000
74120825,M,Secondary / secondary special,Y,House / apartment,Self-employed,0,Sales staff,135000,-807,0
74579178,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Laborers,180000,-2075,0
73745905,F,Higher education,Y,House / apartment,Transport: type 2,1,Managers,238500,-9852,0
74566590,M,Higher education,Y,With parents,Other,0,Laborers,108000,-131,30000000
73463217,F,Secondary / secondary special,N,House / apartment,School,0,High skill tech staff,225000,-667,80000000
74454807,M,Secondary / secondary special,Y,House / apartment,Self-employed,1,Sales staff,135000,-3086,0
74422486,F,Higher education,N,Municipal apartment,School,0,Core staff,162000,-730,90000000
75130848,F,Secondary / secondary special,Y,House / apartment,XNA,0,,90000,365243,60000000
75121397,F,Secondary / secondary special,Y,House / apartment,Kindergarten,1,Core staff,112500,-791,0
75131431,F,Higher education,Y,House / apartment,XNA,0,,174600,365243,10000000
79356360,F,Higher education,Y,House / apartment,Self-employed,1,Private service staff,135000,-189,0
79456581,M,Higher education,Y,House / apartment,Medicine,1,,157500,-2023,30000000
75192384,F,Secondary / secondary special,Y,House / apartment,Agriculture,2,Managers,112500,-6183,30000000
75193655,M,Secondary / secondary special,Y,House / apartment,XNA,0,,225000,365243,30000000
75215354,F,Secondary / secondary special,Y,House / apartment,Kindergarten,0,Core staff,54000,-5917,0
76643363,F,Higher education,Y,House / apartment,Business Entity Type 3,0,,225000,-2186,80000000
81079035,M,Secondary / secondary special,Y,With parents,Business Entity Type 3,0,Laborers,225000,-385,30000000
81078779,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Sales staff,157500,-2496,30000000
81110308,F,Secondary / secondary special,Y,House / apartment,Other,1,Cleaning staff,67500,-4989,5000000
81098410,F,Higher education,Y,House / apartment,XNA,0,,135000,365243,0
81202817,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,,292500,-591,0
80654398,F,Secondary / secondary special,Y,House / apartment,School,0,,144000,-3379,0
78591839,M,Secondary / secondary special,N,Rented apartment,Business Entity Type 3,0,,180000,-313,0
81447707,F,Secondary / secondary special,Y,House / apartment,XNA,0,,90000,365243,80000000
81478417,F,Secondary / secondary special,Y,House / apartment,School,0,Laborers,67500,-6416,20000000
79972124,F,Secondary / secondary special,Y,House / apartment,Postal,0,Core staff,54000,-2652,20000000
81580368,F,Secondary / secondary special,Y,House / apartment,Transport: type 2,0,Accountants,99000,-6376,2000000
81665570,M,Secondary / secondary special,Y,House / apartment,Self-employed,0,Laborers,135000,-406,0
81669146,F,Higher education,N,House / apartment,School,0,Core staff,162000,-7348,0
74225813,M,Lower secondary,N,House / apartment,Self-employed,1,Drivers,180000,-3295,30000000
80667225,F,Higher education,Y,House / apartment,Government,2,Core staff,157500,-953,20000000
80749434,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,,360000,-1147,20000000
80783418,M,Higher education,Y,House / apartment,Military,1,Managers,225000,-1981,6000000
80794526,F,Secondary / secondary special,N,House / apartment,Housing,0,,90000,-2875,30000000
80794105,F,Secondary / secondary special,N,House / apartment,Kindergarten,2,Core staff,76500,-226,20000000
80801029,F,Incomplete higher,Y,House / apartment,Business Entity Type 1,0,Laborers,247500,-1102,0
80800499,M,Secondary / secondary special,Y,House / apartment,Industry: type 3,0,Low-skill Laborers,153000,-139,0
80797489,F,Secondary / secondary special,Y,House / apartment,XNA,0,,112500,365243,0
80822786,F,Secondary / secondary special,Y,House / apartment,Medicine,0,High skill tech staff,261000,-7597,0
80841937,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Sales staff,292500,-1621,0
80843515,F,Secondary / secondary special,Y,House / apartment,Medicine,2,Medicine staff,103500,-4396,0
79811730,M,Secondary / secondary special,Y,House / apartment,Agriculture,2,Laborers,126000,-784,20000000
80844985,F,Secondary / secondary special,N,House / apartment,Self-employed,1,,135000,-2929,30000000
80844134,F,Higher education,Y,House / apartment,Business Entity Type 3,0,Managers,225000,-425,30000000
80843861,M,Secondary / secondary special,Y,House / apartment,Industry: type 11,0,,247500,-10985,30000000
80844620,M,Lower secondary,Y,House / apartment,Construction,0,Laborers,144000,-228,4000000
78570622,F,Secondary / secondary special,Y,House / apartment,Transport: type 2,0,Core staff,157500,-3326,30000000
80844748,M,Secondary / secondary special,Y,With parents,Business Entity Type 3,0,Drivers,180000,-2119,0
80166232,F,Secondary / secondary special,N,House / apartment,XNA,0,,72000,365243,30000000
77065855,F,Incomplete higher,N,Office apartment,Government,0,Core staff,180000,-1005,10000000
74590934,M,Higher education,Y,House / apartment,XNA,0,,49500,365243,30000000
75065529,F,Secondary / secondary special,Y,House / apartment,XNA,0,,90000,365243,3000000
77331238,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Laborers,180000,-505,0
79330029,F,Incomplete higher,Y,House / apartment,School,0,High skill tech staff,180000,-810,80000000
74847858,F,Secondary / secondary special,Y,House / apartment,Medicine,0,Medicine staff,135000,-5548,4000000
79609821,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,3,Security staff,157500,-4858,20000000
77534839,F,Secondary / secondary special,Y,House / apartment,XNA,0,,64800,365243,0
77534833,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Cooking staff,157500,-1669,60000000
74501693,F,Higher education,Y,House / apartment,Other,0,Private service staff,450000,-1392,30000000
79934749,F,Higher education,N,With parents,Business Entity Type 3,1,,225000,-1503,30000000
78514519,F,Secondary / secondary special,Y,House / apartment,Medicine,2,Medicine staff,121500,-183,0
74022095,F,Secondary / secondary special,Y,With parents,Trade: type 7,0,Sales staff,144000,-1727,80000000
76341028,F,Secondary / secondary special,Y,House / apartment,XNA,0,,225000,365243,6000000
76341216,M,Incomplete higher,Y,House / apartment,Bank,1,Core staff,270000,-441,80000000
76346998,M,Secondary / secondary special,N,House / apartment,XNA,0,,157500,365243,20000000
74038007,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Accountants,202500,-1976,90000000
77147699,F,Secondary / secondary special,Y,House / apartment,XNA,0,,36000,365243,10000000
77152382,F,Secondary / secondary special,Y,House / apartment,Medicine,0,,135000,-685,10000000
77149041,F,Secondary / secondary special,Y,House / apartment,Culture,0,High skill tech staff,171000,-6811,0
77159081,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Sales staff,135000,-1322,30000000
77158112,F,Secondary / secondary special,N,House / apartment,Self-employed,0,Managers,135000,-7075,20000000
77545616,M,Secondary / secondary special,Y,House / apartment,Self-employed,0,Laborers,112500,-250,0
73694012,M,Secondary / secondary special,Y,House / apartment,Self-employed,2,,67500,-1544,0
74359242,F,Higher education,Y,House / apartment,Police,0,Core staff,180000,-2499,0
74359293,F,Secondary / secondary special,Y,House / apartment,XNA,0,,198000,365243,30000000
74272853,M,Higher education,N,With parents,Other,0,Laborers,90000,-1230,0
74273034,M,Secondary / secondary special,N,Municipal apartment,Other,0,Core staff,292500,-1692,0
73478606,M,Secondary / secondary special,Y,House / apartment,Self-employed,2,Drivers,90000,-494,5000000
73862468,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Sales staff,90000,-1074,0
74144833,M,Secondary / secondary special,Y,House / apartment,Other,1,Drivers,72000,-365,30000000
76796126,M,Secondary / secondary special,Y,With parents,Self-employed,0,Laborers,108000,-6254,0
76513411,F,Secondary / secondary special,N,House / apartment,Postal,0,Core staff,45000,-4967,0
75029582,F,Secondary / secondary special,Y,House / apartment,Self-employed,1,Sales staff,108000,-1483,20000000
73349394,F,Higher education,Y,House / apartment,Business Entity Type 3,0,Accountants,450000,-2028,30000000
73349641,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Low-skill Laborers,67500,-2231,30000000
73219650,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,,112500,-249,60000000
73219656,F,Secondary / secondary special,Y,House / apartment,Medicine,0,Medicine staff,157500,-320,20000000
73219719,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Laborers,135000,-5955,0
74164256,F,Secondary / secondary special,Y,Co-op apartment,XNA,0,,315000,365243,0
74253649,F,Secondary / secondary special,N,House / apartment,Trade: type 7,0,Sales staff,90000,-3193,30000000
